hour,o,h,l,c,v,pin,cdfpin,diff
8,271.44,271.48,271.31,271.18,848000,0.518603889,0.933236575,-0.26
8,271.18,271.17,271.17,271.15,320000,0.51157939,0.925979681,-0.03
8,271.16,271.23,271.23,271.1,352000,0.510417544,0.920174165,-0.06
8,271.12,271.23,271.12,271.05,328000,0.511122553,0.924528302,-0.07
8,271.1,271.2,271.1,271.18,386000,0.513689741,0.928882438,0.08
8,271.2,271.25,271.15,271.16,342000,0.507938259,0.918722787,-0.04
8,271.16,271.37,271.18,271.15,354000,0.494578903,0.898403483,-0.01
8,271.19,271.2,271.1,271.13,320000,0.493801411,0.896952104,-0.06
8,271.15,271.28,271.1,271.05,446000,0.502040543,0.910014514,-0.1
8,271.04,271.1,271.09,271.04,322000,0.488058349,0.888243832,0
9,271.09,271.4,271.05,271.06,320000,0.481015435,0.87808418,-0.03
9,271.2,271.25,271.04,271.16,322000,0.476394684,0.863570392,-0.04
9,271.18,271.43,271.1,271.11,324000,0.477887241,0.869375907,-0.07
9,271.1,271.24,270.9,270.8,1306000,0.54186297,0.959361393,-0.3
9,270.82,270.84,270.84,270.68,452000,0.554619643,0.972423803,-0.14
9,270.74,270.67,270.7,270.64,472000,0.560323471,0.976777939,-0.1
9,270.66,270.75,270.7,270.73,336000,0.559864266,0.97532656,0.07
9,270.73,270.7,270.7,270.64,330000,0.562623815,0.981132075,-0.09
9,270.7,270.7,270.69,270.67,508000,0.548057773,0.96371553,-0.03
9,270.7,270.7,270.66,270.68,354000,0.536177154,0.953555878,-0.02
9,270.7,270.7,270.66,270.65,322000,0.531414851,0.95065312,-0.05
9,270.67,270.69,270.65,270.67,344000,0.515129345,0.931785196,0
9,270.7,270.7,270.69,270.68,340000,0.503620074,0.911465893,-0.02
9,270.7,270.7,270.65,270.52,574000,0.524951626,0.943396226,-0.18
9,270.6,270.6,270.58,270.54,442000,0.520760353,0.93904209,-0.06
9,270.52,270.58,270.55,270.55,354000,0.510845802,0.921625544,0.03
9,270.6,270.68,270.6,270.64,330000,0.503689373,0.912917271,0.04
9,270.69,270.73,270.7,270.7,366000,0.488950946,0.891146589,0.01
9,270.73,270.7,270.68,270.65,590000,0.490948062,0.892597968,-0.08
9,270.68,270.68,270.66,270.65,504000,0.477584996,0.867924528,-0.03
9,270.65,270.61,270.6,270.58,342000,0.476729974,0.866473149,-0.07
9,270.55,270.58,270.58,270.57,354000,0.46500064,0.840348331,0.02
9,270.58,270.6,270.59,270.6,368000,0.453018044,0.81712627,0.02
9,270.62,270.63,270.6,270.59,534000,0.439854302,0.79245283,-0.03
9,270.6,270.61,270.6,270.6,318000,0.424971088,0.76777939,0
9,270.61,270.63,270.61,270.61,324000,0.409976283,0.73149492,0
9,270.63,270.63,270.61,270.6,336000,0.401167588,0.705370102,-0.03
9,270.61,270.63,270.6,270.55,510000,0.398795684,0.69521045,-0.06
9,270.55,270.57,270.55,270.56,322000,0.386164285,0.641509434,0.01
9,270.56,270.56,270.54,270.5,394000,0.384027572,0.631349782,-0.06
9,270.5,270.49,270.46,270.46,324000,0.377567021,0.6095791,-0.04
9,270.43,270.55,270.43,270.49,358000,0.375409178,0.600870827,0.06
9,270.49,270.5,270.48,270.35,444000,0.390249033,0.657474601,-0.14
9,270.44,270.45,270.45,270.45,434000,0.374325584,0.596516691,0.01
9,270.45,270.49,270.45,270.49,432000,0.367504124,0.561683599,0.04
9,270.49,270.55,270.54,270.5,498000,0.350209778,0.489114659,0.01
9,270.5,270.55,270.52,270.54,378000,0.344571363,0.458635704,0.04
9,270.55,270.5,270.5,270.47,448000,0.349567667,0.486211901,-0.08
9,270.48,270.45,270.45,270.44,418000,0.344432132,0.457184325,-0.04
9,270.44,270.49,270.45,270.45,340000,0.332903607,0.41509434,0.01
9,270.45,270.52,270.45,270.5,446000,0.330895193,0.407837446,0.05
9,270.51,270.5,270.45,270.45,382000,0.332157608,0.412191582,-0.06
9,270.45,270.49,270.47,270.46,318000,0.322390782,0.36574746,0.01
9,270.47,270.48,270.45,270.45,366000,0.314071066,0.323657475,-0.02
9,270.45,270.53,270.45,270.53,344000,0.319218352,0.352685051,0.08
9,270.53,270.55,270.49,270.5,358000,0.313632296,0.320754717,-0.03
9,270.55,270.55,270.49,270.48,384000,0.317565189,0.339622642,-0.07
9,270.5,270.54,270.5,270.5,356000,0.304213132,0.262699565,0
9,270.5,270.52,270.5,270.5,452000,0.288247936,0.193033382,0
9,270.5,270.5,270.49,270.48,354000,0.280633312,0.169811321,-0.02
9,270.49,270.46,270.46,270.45,380000,0.27773664,0.162554427,-0.04
9,270.48,270.47,270.47,270.45,318000,0.272560661,0.155297533,-0.03
9,270.46,270.45,270.35,270.33,450000,0.2911308,0.208998549,-0.13
9,270.34,270.3,270.35,270.3,394000,0.287926971,0.191582003,-0.04
9,270.28,270.38,270.3,270.35,348000,0.2932518,0.216255443,0.07
9,270.38,270.4,270.19,270.11,456000,0.324261707,0.380261248,-0.27
9,270.1,270.29,270.1,270.28,322000,0.34313425,0.45137881,0.18
9,270.28,270.26,270.21,270.22,330000,0.346240117,0.465892598,-0.06
9,270.27,270.34,270.21,270.07,406000,0.371249444,0.580551524,-0.2
9,270.09,270.05,270.04,269.88,672000,0.410384472,0.732946299,-0.21
9,269.88,269.85,269.9,269.84,360000,0.407826735,0.725689405,-0.04
9,269.9,269.92,269.9,269.9,490000,0.3902314,0.656023222,0
9,269.95,269.9,269.93,269.88,362000,0.394518612,0.677793904,-0.07
9,269.89,269.81,269.81,269.75,326000,0.408726015,0.727140784,-0.14
9,269.81,269.58,269.81,269.51,504000,0.43981443,0.791001451,-0.3
9,269.58,269.73,269.75,269.7,340000,0.452059358,0.814223512,0.12
9,269.73,269.72,269.75,269.7,384000,0.445990734,0.802612482,-0.03
9,269.72,270.07,269.79,269.78,2318000,0.441548014,0.798258345,0.06
9,270.13,269.68,270.13,269.5,1478000,0.506580379,0.91436865,-0.63
9,269.69,269.63,269.69,269.55,666000,0.523869885,0.941944848,-0.14
9,269.66,269.93,270.11,269.66,650000,0.501667079,0.908563135,0
9,269.97,269.93,270,269.81,746000,0.52322478,0.940493469,-0.16
9,270,270.12,270.15,269.92,338000,0.526250348,0.944847605,-0.08
9,270.12,269.98,270.14,269.97,528000,0.540470236,0.957910015,-0.15
9,269.98,269.88,270.01,269.81,386000,0.552748676,0.968069666,-0.17
9,269.91,269.79,269.91,269.62,520000,0.572238658,0.986937591,-0.29
9,269.72,269.67,269.72,269.64,534000,0.573393931,0.98838897,-0.08
9,269.7,269.69,269.71,269.66,450000,0.56655056,0.985486212,-0.04
9,269.66,269.7,269.7,269.62,388000,0.561020607,0.979680697,-0.04
9,269.61,269.58,269.61,269.52,572000,0.564229275,0.982583454,-0.09
9,269.55,269.67,269.64,269.63,594000,0.56500866,0.984034833,0.08
9,269.65,269.79,269.8,269.65,364000,0.552232931,0.966618287,0
9,269.76,269.76,269.75,269.65,402000,0.557998989,0.973875181,-0.11
9,269.75,269.9,269.8,269.8,392000,0.554224903,0.969521045,0.05
9,269.84,269.89,269.88,269.87,494000,0.543741635,0.960812772,0.03
9,269.89,269.84,269.89,269.81,370000,0.545054753,0.962264151,-0.08
9,269.8,269.81,269.83,269.8,432000,0.528809151,0.947750363,0
9,269.82,269.85,269.84,269.8,336000,0.520019608,0.937590711,-0.02
9,269.85,269.83,269.83,269.78,562000,0.518877532,0.934687954,-0.07
9,269.79,269.79,269.79,269.75,328000,0.513703572,0.930333817,-0.04
9,269.79,269.9,269.79,269.85,412000,0.510925752,0.923076923,0.06
9,269.85,269.9,269.9,269.87,424000,0.499189027,0.905660377,0.02
9,269.9,269.92,269.92,269.89,382000,0.48652775,0.885341074,-0.01
9,269.91,269.89,269.86,269.86,354000,0.482270201,0.879535559,-0.05
9,269.88,269.89,269.85,269.76,348000,0.488199846,0.88969521,-0.12
9,269.76,269.88,269.76,269.76,438000,0.470539273,0.849056604,0
9,269.88,269.84,269.77,269.77,344000,0.475253138,0.857764877,-0.11
9,269.77,270.04,269.75,269.87,508000,0.480696526,0.875181422,0.1
9,270.13,270.28,270.13,270.26,364000,0.487764587,0.886792453,0.13
9,270.35,270.35,270.55,270.35,396000,0.470410211,0.846153846,0
9,270.32,270.3,270.3,270.3,324000,0.459488158,0.822931785,-0.02
9,270.3,270.37,270.3,270.31,522000,0.440169825,0.793904209,0.01
9,270.39,270.49,270.34,270.42,524000,0.427232878,0.775036284,0.03
9,270.51,270.58,270.52,270.52,432000,0.411245875,0.737300435,0.01
9,270.58,270.7,270.58,270.5,338000,0.41090916,0.734397678,-0.08
9,270.66,270.8,270.85,270.73,484000,0.409639982,0.730043541,0.07
9,270.77,270.71,270.63,270.57,344000,0.421541319,0.761973875,-0.2
9,270.57,270.7,270.57,270.61,370000,0.414011695,0.746008708,0.04
9,270.61,270.49,270.61,270.36,370000,0.429013942,0.777939042,-0.25
9,270.39,270.5,270.4,270.37,318000,0.418206417,0.75616836,-0.02
9,270.46,270.64,270.41,270.47,356000,0.404643881,0.714078374,0.01
9,270.64,270.68,270.45,270.56,320000,0.405371873,0.715529753,-0.08
9,270.55,270.7,270.6,270.63,466000,0.407326192,0.722786647,0.08
9,270.7,270.72,270.7,270.68,340000,0.395578809,0.683599419,-0.02
9,270.67,270.85,270.61,270.68,484000,0.377436682,0.608127721,0.01
9,270.89,270.99,271,270.89,442000,0.358291449,0.525399129,0
9,271,270.99,270.89,270.9,318000,0.362704728,0.541364296,-0.1
10,270.93,270.98,270.85,270.93,318000,0.347480762,0.473149492,0
10,270.86,270.87,270.75,270.75,328000,0.353823191,0.509433962,-0.11
10,270.76,270.78,270.63,270.57,318000,0.369109091,0.570391872,-0.19
12,270.56,270.55,270.49,270.45,332000,0.377855925,0.612481858,-0.11
12,270.46,270.48,270.4,270.37,362000,0.383443691,0.628447025,-0.09
12,270.4,270.5,270.42,270.49,414000,0.390652865,0.661828737,0.09
12,270.5,270.62,270.52,270.62,354000,0.401612222,0.70682148,0.12
12,270.62,270.69,270.62,270.67,398000,0.399250451,0.696661829,0.05
12,270.69,270.75,270.7,270.71,332000,0.390708449,0.663280116,0.02
12,270.75,270.77,270.76,270.77,446000,0.380067793,0.619738752,0.02
12,270.77,270.8,270.77,270.76,372000,0.368916076,0.566037736,-0.01
12,270.77,270.76,270.67,270.66,374000,0.380956168,0.624092888,-0.11
12,270.69,270.7,270.7,270.67,324000,0.373431984,0.586357039,-0.02
12,270.7,270.72,270.7,270.67,458000,0.366411617,0.558780842,-0.03
12,270.7,270.71,270.7,270.67,340000,0.361610566,0.53701016,-0.03
12,270.69,270.7,270.68,270.67,388000,0.353088258,0.503628447,-0.02
12,270.68,270.74,270.71,270.74,346000,0.355455207,0.516690856,0.06
12,270.74,270.74,270.73,270.74,358000,0.342620983,0.449927431,0
12,270.74,270.76,270.75,270.75,448000,0.330078368,0.404934688,0.01
12,270.75,270.79,270.75,270.77,402000,0.32218642,0.362844702,0.02
12,270.76,270.75,270.74,270.73,346000,0.317673138,0.342525399,-0.03
12,270.74,270.75,270.75,270.75,324000,0.308551623,0.285921626,0.01
12,270.73,270.78,270.73,270.75,466000,0.299742103,0.240928882,0.02
12,270.75,270.77,270.75,270.75,322000,0.28866602,0.198838897,0
12,270.77,270.76,270.72,270.7,382000,0.294693322,0.222060958,-0.07
12,270.7,270.84,270.73,270.84,332000,0.310681724,0.303338171,0.14
12,270.85,270.9,270.88,270.9,582000,0.311738732,0.312046444,0.05
12,270.9,270.9,270.9,270.88,424000,0.30336407,0.258345428,-0.02
12,270.88,270.9,270.87,270.9,322000,0.297081806,0.227866473,0.02
12,270.9,270.92,270.81,270.81,318000,0.305022657,0.269956459,-0.09
12,270.82,270.81,270.8,270.76,662000,0.311055025,0.310595065,-0.06
12,270.8,270.75,270.8,270.75,422000,0.312026639,0.313497823,-0.05
12,270.75,270.75,270.75,270.75,376000,0.300060105,0.24383164,0
12,270.75,270.75,270.75,270.72,428000,0.295637761,0.224963716,-0.03
12,270.72,270.76,270.75,270.76,330000,0.29425526,0.220609579,0.04
12,270.75,270.76,270.75,270.75,386000,0.281677454,0.1712627,0
12,270.75,270.73,270.73,270.72,320000,0.277918831,0.164005806,-0.03
12,270.72,270.73,270.73,270.72,570000,0.260431873,0.12191582,0
12,270.73,270.75,270.74,270.73,378000,0.248693258,0.095791001,0
12,270.74,270.74,270.72,270.7,432000,0.248060501,0.089985486,-0.04
12,270.7,270.74,270.72,270.73,352000,0.245221531,0.082728592,0.03
12,270.72,270.72,270.72,270.7,374000,0.239751481,0.062409289,-0.02
12,270.72,270.71,270.7,270.7,342000,0.235175332,0.058055152,-0.02
12,270.7,270.74,270.7,270.7,334000,0.225856393,0.047895501,0
12,270.7,270.69,270.65,270.65,398000,0.228917354,0.04934688,-0.05
12,270.61,270.73,270.65,270.72,324000,0.241995231,0.074020319,0.11
12,270.73,270.8,270.76,270.77,392000,0.242467668,0.079825835,0.04
12,270.8,270.74,270.74,270.7,336000,0.254540833,0.11030479,-0.1
12,270.71,270.71,270.7,270.7,322000,0.247425468,0.088534107,-0.01
12,270.66,270.66,270.62,270.62,392000,0.247256943,0.087082729,-0.04
12,270.62,270.6,270.6,270.56,360000,0.251953526,0.101596517,-0.06
12,270.6,270.65,269.7,269.51,652000,0.29897476,0.233671988,-1.09
12,269.78,269.88,269.9,269.82,732000,0.297488875,0.229317852,0.04
12,269.87,269.94,269.9,269.88,466000,0.287583257,0.190130624,0.01
12,269.94,269.93,269.94,269.89,376000,0.289904648,0.204644412,-0.05
12,269.93,269.97,269.97,269.91,370000,0.285125649,0.18287373,-0.02
12,269.96,270,269.97,269.95,450000,0.276554884,0.161103048,-0.01
12,270,269.99,269.99,269.93,430000,0.28523676,0.184325109,-0.07
12,269.95,269.97,269.95,269.92,326000,0.283938071,0.175616836,-0.03
12,269.95,269.99,269.95,269.99,354000,0.284711393,0.178519594,0.04
12,269.99,269.99,269.97,269.95,428000,0.285340427,0.185776488,-0.04
12,269.97,269.94,269.94,269.83,406000,0.305728595,0.274310595,-0.14
12,269.85,269.87,269.83,269.8,526000,0.309104031,0.290275762,-0.05
12,269.82,269.84,269.83,269.81,362000,0.30223254,0.253991292,-0.01
12,269.82,269.83,269.82,269.8,370000,0.297726113,0.230769231,-0.02
12,269.81,269.8,269.8,269.73,364000,0.306779744,0.275761974,-0.08
12,269.72,269.72,269.72,269.7,324000,0.302741498,0.256894049,-0.02
12,269.72,269.8,269.72,269.79,338000,0.309388896,0.29317852,0.07
12,269.81,269.9,269.87,269.85,340000,0.309506907,0.296081277,0.04
12,269.92,270.05,269.93,269.99,518000,0.31846716,0.348330914,0.07
12,270.02,270.14,270.05,270.09,402000,0.325326599,0.384615385,0.07
12,270.15,270.24,270.22,270.2,518000,0.327398662,0.391872279,0.05
12,270.21,270.2,270.1,270.03,348000,0.347298554,0.470246734,-0.18
12,270.08,270.12,270.08,270.03,366000,0.348429768,0.480406386,-0.05
12,270.03,270.1,270.04,270.1,328000,0.353320529,0.505079826,0.07
12,270.1,270.09,269.94,269.9,350000,0.374200569,0.595065312,-0.2
12,269.94,269.85,269.84,269.76,404000,0.396697978,0.687953556,-0.18
12,269.79,270.1,269.85,269.8,354000,0.387743644,0.650217707,0.01
12,269.88,269.88,269.82,269.75,364000,0.403077925,0.709724238,-0.13
12,269.79,269.88,269.79,269.8,368000,0.393222794,0.67053701,0.01
12,269.88,270.11,269.88,270,372000,0.407486744,0.724238026,0.12
12,270.12,270.11,269.9,269.88,338000,0.429028943,0.779390421,-0.24
12,269.86,270.05,269.85,270,346000,0.444645819,0.801161103,0.14
13,270.05,270.25,270.06,270.22,374000,0.463853076,0.838896952,0.17
13,270.25,270.34,270.16,270.34,362000,0.471459199,0.851959361,0.09
13,270.34,270.45,270.3,270.4,328000,0.472839569,0.854862119,0.06
13,270.6,270.66,270.7,270.56,802000,0.460821617,0.827285922,-0.04
13,270.66,270.61,270.61,270.52,452000,0.478038375,0.870827286,-0.14
13,270.58,270.65,270.6,270.63,324000,0.476436131,0.865021771,0.05
13,270.63,270.64,270.62,270.63,322000,0.463533995,0.834542816,0
13,270.65,270.67,270.64,270.63,354000,0.45415412,0.818577649,-0.02
13,270.63,270.7,270.63,270.65,464000,0.441471629,0.796806967,0.02
13,270.71,270.71,270.7,270.69,382000,0.431319802,0.782293179,-0.02
13,270.71,270.77,270.71,270.75,342000,0.42694916,0.772133527,0.04
13,270.77,270.78,270.75,270.75,356000,0.417242628,0.753265602,-0.02
13,270.75,270.76,270.72,270.71,342000,0.412699122,0.743105951,-0.04
13,270.71,270.7,270.69,270.68,322000,0.406403602,0.71988389,-0.03
13,270.68,270.68,270.69,270.68,328000,0.392824665,0.669085631,0
13,270.68,270.68,270.68,270.66,370000,0.383240381,0.626995646,-0.02
13,270.66,270.67,270.65,270.64,408000,0.372682039,0.58490566,-0.02
13,270.65,270.64,270.63,270.62,366000,0.36582153,0.557329463,-0.03
13,270.63,270.64,270.63,270.63,360000,0.351288085,0.497822932,0
13,270.64,270.63,270.63,270.6,450000,0.347582809,0.474600871,-0.04
13,270.59,270.6,270.6,270.58,318000,0.337892881,0.423802612,-0.01
13,270.58,270.65,270.58,270.64,500000,0.340464416,0.435413643,0.06
13,270.65,270.65,270.65,270.64,436000,0.327528183,0.393323657,-0.01
13,270.64,270.64,270.6,270.6,320000,0.324499132,0.383164006,-0.04
13,270.6,270.62,270.59,270.6,366000,0.310536516,0.301886792,0
13,270.57,270.46,270.46,270.46,362000,0.322108195,0.361393324,-0.11
13,270.46,270.5,270.44,270.41,326000,0.321032588,0.358490566,-0.05
13,270.41,270.48,270.33,270.17,328000,0.34103669,0.438316401,-0.24
13,270.26,270.35,270.3,270.33,344000,0.343983595,0.454281567,0.07
13,270.35,270.4,270.35,270.34,340000,0.333008705,0.416545718,-0.01
13,270.35,270.34,270.29,270.25,378000,0.343255647,0.452830189,-0.1
13,270.25,270.27,270.24,270.24,494000,0.327856907,0.396226415,-0.01
13,270.25,270.25,270.25,270.23,584000,0.314936251,0.328011611,-0.02
13,270.25,270.3,270.3,270.3,502000,0.314443463,0.325108853,0.05
13,270.3,270.38,270.36,270.35,352000,0.31331998,0.319303338,0.05
13,270.38,270.36,270.35,270.33,362000,0.312306412,0.314949202,-0.05
13,270.33,270.32,270.3,270.29,336000,0.308900419,0.287373004,-0.04
13,270.29,270.27,270.27,270.25,408000,0.305468545,0.272859216,-0.04
13,270.26,270.31,270.27,270.31,350000,0.304673608,0.267053701,0.05
13,270.31,270.35,270.35,270.3,604000,0.288496112,0.197387518,-0.01
13,270.3,270.46,270.34,270.42,402000,0.303467258,0.259796807,0.12
13,270.45,270.45,270.43,270.42,356000,0.298360136,0.23222061,-0.03
13,270.42,270.41,270.41,270.4,338000,0.291179493,0.210449927,-0.02
13,270.4,270.41,270.4,270.4,334000,0.279747172,0.168359942,0
13,270.43,270.43,270.41,270.42,334000,0.271292403,0.150943396,-0.01
13,270.42,270.42,270.42,270.38,382000,0.269879482,0.14658926,-0.04
13,270.38,270.38,270.35,270.33,352000,0.271134315,0.149492017,-0.05
13,270.33,270.38,270.3,270.28,354000,0.272209904,0.153846154,-0.05
13,270.3,270.35,270.31,270.3,350000,0.261158478,0.124818578,0
13,270.35,270.35,270.35,270.33,406000,0.255170687,0.111756168,-0.02
13,270.4,270.38,270.35,270.33,344000,0.261901775,0.126269956,-0.07
13,270.34,270.32,270.31,270.31,388000,0.259675118,0.120464441,-0.03
13,270.32,270.35,270.34,270.31,586000,0.248545615,0.094339623,-0.01
13,270.35,270.39,270.36,270.36,332000,0.242417344,0.078374456,0.01
13,270.35,270.38,270.38,270.38,348000,0.241097451,0.069666183,0.03
13,270.38,270.37,270.34,270.31,454000,0.251786552,0.100145138,-0.07
13,270.35,270.35,270.32,270.3,346000,0.255585543,0.113207547,-0.05
13,270.3,270.39,270.3,270.23,352000,0.263654114,0.132075472,-0.07
13,270.33,270.32,270.29,270.27,368000,0.269608574,0.145137881,-0.06
13,270.32,270.37,270.3,270.35,350000,0.268064122,0.142235123,0.03
13,270.35,270.34,270.29,270.04,548000,0.30827386,0.281567489,-0.31
13,270.04,270.18,270.22,269.52,886000,0.36776341,0.563134978,-0.52
13,270.4,270.66,270.97,270.3,478000,0.381717482,0.625544267,-0.1
13,270.61,270.75,270.76,270.6,478000,0.370048217,0.57329463,-0.01
13,270.64,270.7,270.64,270.52,398000,0.385094791,0.638606676,-0.12
13,270.74,270.77,270.95,270.74,346000,0.374584878,0.59796807,0
13,270.77,270.76,270.77,270.71,380000,0.377638403,0.611030479,-0.06
13,270.76,270.74,270.75,270.65,440000,0.391751412,0.664731495,-0.11
13,270.78,271,271.1,270.78,1078000,0.356019186,0.519593614,0
13,271,270.97,270.97,270.79,414000,0.378420306,0.616835994,-0.21
13,270.94,271,271.08,270.86,430000,0.385372838,0.640058055,-0.08
13,271,270.98,271.09,270.91,434000,0.394134426,0.674891147,-0.09
13,270.97,270.91,270.96,270.87,482000,0.405616246,0.716981132,-0.1
13,270.9,271,271,270.9,334000,0.394983736,0.680696662,0
13,270.96,270.95,270.99,270.95,318000,0.386949038,0.647314949,-0.01
13,270.97,270.95,270.92,270.86,358000,0.397118345,0.689404935,-0.11
13,270.88,270.85,270.88,270.84,374000,0.394382291,0.676342525,-0.04
13,270.83,270.92,270.91,270.91,336000,0.399625391,0.699564586,0.08
13,270.92,270.95,270.88,270.87,332000,0.399644489,0.701015965,-0.05
13,270.95,270.99,271,270.93,714000,0.384888806,0.637155298,-0.02
13,270.99,271.03,271,271,440000,0.373789633,0.589259797,0.01
13,270.99,271.1,271.1,271.04,576000,0.373620229,0.587808418,0.05
13,271.03,271.08,271.08,271.06,386000,0.369069377,0.568940493,0.03
13,271.1,271.09,271.1,271.09,326000,0.361060926,0.535558781,-0.01
13,271.1,271.01,270.97,270.9,440000,0.383825277,0.629898403,-0.2
13,270.91,271,270.95,270.9,338000,0.375258901,0.599419448,-0.01
13,270.9,270.95,270.93,270.93,356000,0.370787521,0.579100145,0.03
13,270.96,270.96,270.96,270.91,332000,0.370715224,0.577648766,-0.05
13,270.99,271,270.88,270.95,326000,0.368617592,0.564586357,-0.04
13,270.93,271.03,270.88,270.97,654000,0.363989577,0.547169811,0.04
13,271.03,271.09,271.05,271.02,550000,0.349798085,0.48766328,-0.01
13,271.1,270.93,271.1,270.93,434000,0.370203205,0.576197388,-0.17
13,270.41,270.2,270.41,270.2,756000,0.533635744,0.882037534,-0.21
13,270.23,270.18,270.23,270.05,488000,0.569956443,0.95844504,-0.18
13,270.16,270.25,270.25,270.1,326000,0.564091409,0.943699732,-0.06
13,270.29,270.23,270.25,270.2,480000,0.570824833,0.959785523,-0.09
13,270.23,270.33,270.29,270.29,358000,0.56491101,0.946380697,0.06
13,270.33,270.38,270.38,270.3,332000,0.548522459,0.908847185,-0.03
13,270.38,270.43,270.38,270.38,324000,0.521831486,0.836461126,0
13,270.39,270.54,270.39,270.48,362000,0.528529482,0.860589812,0.09
13,270.54,270.52,270.46,270.5,318000,0.519119832,0.829758713,-0.04
13,270.55,270.62,270.55,270.6,322000,0.513517987,0.81233244,0.05
13,270.62,270.78,270.51,270.62,318000,0.491102017,0.757372654,0
13,270.79,270.97,270.97,270.95,464000,0.516332454,0.820375335,0.16
